"id","h_year","age","year_birth","height"
5448,1821,38,1783,59
5449,1821,22,1799,61.25
5450,1821,53,1768,62.75
5451,1821,25,1796,62.75
5452,1822,22,1800,56.5
5453,1823,35,1788,61
5454,1822,23,1799,61
5455,1822,27,1795,61.5
5456,1821,23,1798,60
5457,1820,40,1780,61.25
5458,1820,20,1800,59.5
5459,1822,18,1804,64.25
5460,1821,30,1791,62.75
5461,1822,33,1789,63
5464,1821,22,1799,59
5465,1823,25,1798,58.75
5468,1822,48,1774,59
5469,1823,20,1803,62
5470,1823,28,1795,62
5475,1822,23,1799,59.5
5476,1823,40,1783,62.5
5478,1822,26,1796,63.25
5481,1822,19,1803,61.5
5486,1822,17,1805,66
5487,1822,42,1780,58.5
5488,1822,24,1798,62
5490,1823,40,1783,61.75
5496,1823,32,1791,58.5
5500,1822,23,1799,61
5501,1823,19,1804,62
5502,1823,17,1806,63.25
5503,1822,18,1804,60.5
5504,1821,30,1791,60.25
5513,1822,31,1791,62
5515,1822,20,1802,63.25
5516,1822,48,1774,63.25
5518,1823,21,1802,61.5
5520,1822,25,1797,62
5522,1822,36,1786,65
5523,1822,40,1782,62.5
5525,1822,29,1793,61
5526,1822,19,1803,64.75
5532,1822,30,1792,64
5533,1822,20,1802,58.5
5536,1822,25,1797,62
5537,1823,23,1800,61.5
5538,1822,33,1789,63.5
5539,1822,23,1799,65.25
5540,1822,31,1791,62.5
5542,1821,36,1785,60
5543,1823,37,1786,66.5
5546,1823,21,1802,60.5
5547,1822,44,1778,64.5
5548,1822,44,1778,64.5
5550,1822,29,1793,60
5551,1823,24,1799,65
5553,1822,23,1799,63
5554,1821,45,1776,63
5556,1823,51,1772,59.5
5559,1822,42,1780,59
5560,1822,41,1781,56.25
5562,1823,22,1801,63.5
5564,1822,54,1768,61.5
5565,1823,20,1803,62.75
5566,1822,29,1793,61
5567,1823,19,1804,58
5574,1822,24,1798,62.5
5576,1822,17,1805,61
5578,1822,27,1795,64
5584,1822,30,1792,64.5
5585,1822,25,1797,56
5588,1823,22,1801,63
5591,1823,39,1784,60
5594,1823,18,1805,63.75
5595,1823,21,1802,60.5
5596,1823,28,1795,64.5
5598,1822,39,1783,63.5
5600,1823,34,1789,60
5602,1823,18,1805,60.25
5603,1823,74,1749,62.25
5607,1823,24,1799,60
5610,1822,23,1799,61.5
